deviceid,Time,value,device_type,home_id
domxem3-3494546ED134,2023-05-08 18:00:00+00:00,184.15801904761906,2.0,199.0
domxem3-3494546ED134,2023-05-08 19:00:00+00:00,902.2003111111111,2.0,199.0
domxem3-3494546ED134,2023-05-08 20:00:00+00:00,283.50517045454546,2.0,199.0
domxem3-3494546ED134,2023-05-08 21:00:00+00:00,208.65082901554405,2.0,199.0
domxem3-3494546ED134,2023-05-08 22:00:00+00:00,122.02279146141215,2.0,199.0
domxem3-3494546ED134,2023-05-08 23:00:00+00:00,118.3971701388889,2.0,199.0
domxem3-3494546ED524,2023-05-08 00:00:00+00:00,13.087862595419846,2.0,275.0
domxem3-3494546ED524,2023-05-08 01:00:00+00:00,11.439435483870968,2.0,275.0
domxem3-3494546ED524,2023-05-08 02:00:00+00:00,21.561761904761905,2.0,275.0
domxem3-3494546ED524,2023-05-08 03:00:00+00:00,10.765806451612903,2.0,275.0
domxem3-3494546ED524,2023-05-08 04:00:00+00:00,10.292635658914728,2.0,275.0
domxem3-3494546ED524,2023-05-08 05:00:00+00:00,18.873425925925925,2.0,275.0
domxem3-3494546ED524,2023-05-08 06:00:00+00:00,13.072942708333334,2.0,275.0
domxem3-3494546ED524,2023-05-08 07:00:00+00:00,14.021266149870803,2.0,275.0
domxem3-3494546ED524,2023-05-08 08:00:00+00:00,10.046040100250627,2.0,275.0
domxem3-3494546ED524,2023-05-08 09:00:00+00:00,19.964912280701753,2.0,275.0
domxem3-3494546ED524,2023-05-08 10:00:00+00:00,174.91056530214425,2.0,275.0
domxem3-3494546ED524,2023-05-08 11:00:00+00:00,43.61976680384088,2.0,275.0
domxem3-3494546ED524,2023-05-08 12:00:00+00:00,33.63601153039832,2.0,275.0
domxem3-3494546ED524,2023-05-08 13:00:00+00:00,30.014038095238096,2.0,275.0
domxem3-3494546ED524,2023-05-08 14:00:00+00:00,19.67591960561244,2.0,275.0
domxem3-3494546ED524,2023-05-08 15:00:00+00:00,27.283685837971554,2.0,275.0
domxem3-3494546ED524,2023-05-08 16:00:00+00:00,20.470977701543738,2.0,275.0
domxem3-3494546ED524,2023-05-08 17:00:00+00:00,122.32225757575758,2.0,275.0
domxem3-3494546ED524,2023-05-08 18:00:00+00:00,37.212003205128205,2.0,275.0
domxem3-3494546ED524,2023-05-08 19:00:00+00:00,10.260356234096692,2.0,275.0
domxem3-3494546ED524,2023-05-08 20:00:00+00:00,10.460461538461539,2.0,275.0
domxem3-3494546ED524,2023-05-08 21:00:00+00:00,10.317410256410255,2.0,275.0
domxem3-3494546ED524,2023-05-08 22:00:00+00:00,10.578118279569892,2.0,275.0
domxem3-3494546ED524,2023-05-08 23:00:00+00:00,16.077684478371502,2.0,275.0
domxem3-349454717054,2023-05-08 00:00:00+00:00,188.36760683760684,2.0,194.0
domxem3-349454717054,2023-05-08 01:00:00+00:00,19.99502880658436,2.0,194.0
domxem3-349454717054,2023-05-08 02:00:00+00:00,16.758982742960946,2.0,194.0
domxem3-349454717054,2023-05-08 03:00:00+00:00,17.522748226950355,2.0,194.0
domxem3-349454717054,2023-05-08 04:00:00+00:00,22.404234470691165,2.0,194.0
domxem3-349454717054,2023-05-08 05:00:00+00:00,17.637887970615242,2.0,194.0
domxem3-349454717054,2023-05-08 06:00:00+00:00,17.996935064935066,2.0,194.0
domxem3-349454717054,2023-05-08 07:00:00+00:00,19.30578378378378,2.0,194.0
domxem3-349454717054,2023-05-08 08:00:00+00:00,17.703822714681444,2.0,194.0
domxem3-349454717054,2023-05-08 09:00:00+00:00,403.84699716713885,2.0,194.0
domxem3-349454717054,2023-05-08 10:00:00+00:00,1083.6614695340502,2.0,194.0
domxem3-349454717054,2023-05-08 11:00:00+00:00,514.0146825396826,2.0,194.0
domxem3-349454717054,2023-05-08 12:00:00+00:00,549.4898172043011,2.0,194.0
domxem3-349454717054,2023-05-08 13:00:00+00:00,283.17979487179485,2.0,194.0
domxem3-349454717054,2023-05-08 14:00:00+00:00,181.2635779816514,2.0,194.0
domxem3-349454717054,2023-05-08 15:00:00+00:00,179.20975124378108,2.0,194.0
domxem3-349454717054,2023-05-08 16:00:00+00:00,338.2061840120664,2.0,194.0
domxem3-349454717054,2023-05-08 17:00:00+00:00,374.498658008658,2.0,194.0
domxem3-349454717054,2023-05-08 18:00:00+00:00,625.681111111111,2.0,194.0
domxem3-349454717054,2023-05-08 19:00:00+00:00,218.0542504409171,2.0,194.0
domxem3-349454717054,2023-05-08 20:00:00+00:00,229.01502074688798,2.0,194.0
domxem3-349454717054,2023-05-08 21:00:00+00:00,579.1028117913833,2.0,194.0
domxem3-349454717054,2023-05-08 22:00:00+00:00,50.58959156785244,2.0,194.0
domxem3-349454717054,2023-05-08 23:00:00+00:00,20.3812324929972,2.0,194.0
domxem3-349454717143,2023-05-08 00:00:00+00:00,41.27436274509804,2.0,251.0
domxem3-349454717143,2023-05-08 01:00:00+00:00,44.53840686274509,2.0,251.0
domxem3-349454717143,2023-05-08 02:00:00+00:00,41.28795865633075,2.0,251.0
domxem3-349454717143,2023-05-08 03:00:00+00:00,53.79545238095238,2.0,251.0
domxem3-349454717143,2023-05-08 04:00:00+00:00,39.58833333333334,2.0,251.0
domxem3-349454717143,2023-05-08 05:00:00+00:00,41.066107382550335,2.0,251.0
domxem3-349454717143,2023-05-08 06:00:00+00:00,54.613541125541126,2.0,251.0
domxem3-349454717143,2023-05-08 07:00:00+00:00,60.300673549655855,2.0,251.0
domxem3-349454717143,2023-05-08 08:00:00+00:00,322.4233047619047,2.0,251.0
domxem3-349454717143,2023-05-08 09:00:00+00:00,158.3657417458164,2.0,251.0
domxem3-349454717143,2023-05-08 10:00:00+00:00,171.24130651340997,2.0,251.0
domxem3-349454717143,2023-05-08 11:00:00+00:00,268.1704548685146,2.0,251.0
domxem3-349454717143,2023-05-08 12:00:00+00:00,216.80200474495848,2.0,251.0
domxem3-349454717143,2023-05-08 13:00:00+00:00,76.27588563458856,2.0,251.0
domxem3-349454717143,2023-05-08 14:00:00+00:00,68.96323283082077,2.0,251.0
domxem3-349454717143,2023-05-08 15:00:00+00:00,139.4726736515328,2.0,251.0
domxem3-349454717143,2023-05-08 16:00:00+00:00,92.43965811965812,2.0,251.0
domxem3-349454717143,2023-05-08 17:00:00+00:00,53.85150110375276,2.0,251.0
domxem3-349454717143,2023-05-08 18:00:00+00:00,67.04014314928425,2.0,251.0
domxem3-349454717143,2023-05-08 19:00:00+00:00,50.65110375275938,2.0,251.0
domxem3-349454717143,2023-05-08 20:00:00+00:00,44.45453431372549,2.0,251.0
domxem3-349454717143,2023-05-08 21:00:00+00:00,42.025074626865674,2.0,251.0
domxem3-349454717143,2023-05-08 22:00:00+00:00,44.55294117647058,2.0,251.0
domxem3-349454717143,2023-05-08 23:00:00+00:00,42.87040404040404,2.0,251.0
domxem3-3494547192C2,2023-05-08 00:00:00+00:00,16.91968992248062,2.0,196.0
domxem3-3494547192C2,2023-05-08 01:00:00+00:00,15.583129770992366,2.0,196.0
domxem3-3494547192C2,2023-05-08 02:00:00+00:00,14.84388888888889,2.0,196.0
domxem3-3494547192C2,2023-05-08 03:00:00+00:00,15.112384615384615,2.0,196.0
domxem3-3494547192C2,2023-05-08 04:00:00+00:00,14.939398496240601,2.0,196.0
domxem3-3494547192C2,2023-05-08 05:00:00+00:00,17.118781094527364,2.0,196.0
domxem3-3494547192C2,2023-05-08 06:00:00+00:00,31.414774774774774,2.0,196.0
domxem3-3494547192C2,2023-05-08 07:00:00+00:00,16.565750636132314,2.0,196.0
domxem3-3494547192C2,2023-05-08 08:00:00+00:00,15.488270676691728,2.0,196.0
domxem3-3494547192C2,2023-05-08 09:00:00+00:00,15.489051282051282,2.0,196.0
domxem3-3494547192C2,2023-05-08 10:00:00+00:00,15.91766917293233,2.0,196.0
domxem3-3494547192C2,2023-05-08 11:00:00+00:00,14.975281690140847,2.0,196.0
domxem3-3494547192C2,2023-05-08 12:00:00+00:00,14.695857142857143,2.0,196.0
domxem3-3494547192C2,2023-05-08 13:00:00+00:00,17.028463356973994,2.0,196.0
domxem3-3494547192C2,2023-05-08 14:00:00+00:00,15.739333333333335,2.0,196.0
domxem3-3494547192C2,2023-05-08 15:00:00+00:00,14.512946859903382,2.0,196.0
domxem3-3494547192C2,2023-05-08 16:00:00+00:00,14.214701492537314,2.0,196.0
domxem3-3494547192C2,2023-05-08 17:00:00+00:00,15.589500000000001,2.0,196.0
domxem3-3494547192C2,2023-05-08 18:00:00+00:00,16.119931972789118,2.0,196.0
domxem3-3494547192C2,2023-05-08 19:00:00+00:00,15.654747474747474,2.0,196.0
domxem3-3494547192C2,2023-05-08 20:00:00+00:00,14.548641025641027,2.0,196.0
domxem3-3494547192C2,2023-05-08 21:00:00+00:00,14.384521963824291,2.0,196.0
domxem3-3494547192C2,2023-05-08 22:00:00+00:00,15.222626262626262,2.0,196.0
domxem3-3494547192C2,2023-05-08 23:00:00+00:00,16.497009803921568,2.0,196.0
domxem3-485519C9AD0E,2023-05-08 00:00:00+00:00,66.79029878618114,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 01:00:00+00:00,69.33606656580939,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 02:00:00+00:00,53.91941964285714,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 03:00:00+00:00,50.981117969821675,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 04:00:00+00:00,86.4868167456556,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 05:00:00+00:00,121.25597163120568,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 06:00:00+00:00,80.81352459016394,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 07:00:00+00:00,70.79661080074487,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 08:00:00+00:00,104.64555894308943,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 09:00:00+00:00,89.890409556314,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 10:00:00+00:00,131.58771117166214,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 11:00:00+00:00,319.82587328767124,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 12:00:00+00:00,173.31012241054614,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 13:00:00+00:00,101.82606060606061,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 14:00:00+00:00,116.37269423558898,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 15:00:00+00:00,102.48446215139442,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 16:00:00+00:00,91.2167601246106,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 17:00:00+00:00,98.9668454661558,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 18:00:00+00:00,110.37152905198776,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 19:00:00+00:00,68.88729216152018,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 20:00:00+00:00,87.98546840958606,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 21:00:00+00:00,78.76357462019661,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 22:00:00+00:00,82.48368055555555,2.0,274.0
domxem3-485519C9AD0E,2023-05-08 23:00:00+00:00,63.45087774294671,2.0,274.0
domxem3-68C63AFADDBF,2023-05-08 00:00:00+00:00,52.296570327552985,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 01:00:00+00:00,53.46393241167434,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 02:00:00+00:00,49.422845117845114,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 03:00:00+00:00,44.25528260869565,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 04:00:00+00:00,66.21129032258065,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 05:00:00+00:00,46.91168238993711,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 06:00:00+00:00,180.54099607843136,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 07:00:00+00:00,116.57643859649124,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 08:00:00+00:00,95.4729241516966,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 09:00:00+00:00,169.9734213421342,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 10:00:00+00:00,32.979007092198586,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 11:00:00+00:00,460.15033755274266,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 12:00:00+00:00,63.801272999572106,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 13:00:00+00:00,21.234410112359548,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 14:00:00+00:00,112.17511428571429,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 15:00:00+00:00,101.58671415004748,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 16:00:00+00:00,106.79785185185186,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 17:00:00+00:00,114.12107218683651,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 18:00:00+00:00,101.90042735042735,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 19:00:00+00:00,67.92385858585858,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 20:00:00+00:00,46.43270637408568,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 21:00:00+00:00,39.86940047961631,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 22:00:00+00:00,138.7496752136752,2.0,131.0
domxem3-68C63AFADDBF,2023-05-08 23:00:00+00:00,215.88547286821705,2.0,131.0
domxem3-68C63AFADE3A,2023-05-08 00:00:00+00:00,36.491982758620686,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 01:00:00+00:00,36.39878787878788,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 02:00:00+00:00,36.56434343434343,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 03:00:00+00:00,36.650606060606066,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 04:00:00+00:00,36.741654040404036,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 05:00:00+00:00,42.40957787481805,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 06:00:00+00:00,97.6192479108635,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 07:00:00+00:00,101.75407079646017,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 08:00:00+00:00,82.81830875122911,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 09:00:00+00:00,63.661272344900105,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 10:00:00+00:00,106.5111663597299,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 11:00:00+00:00,208.39679012345678,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 12:00:00+00:00,936.5093818466354,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 13:00:00+00:00,359.8550698080279,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 14:00:00+00:00,295.9730434782609,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 15:00:00+00:00,301.521402640264,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 16:00:00+00:00,498.07115264797505,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 17:00:00+00:00,453.2787922705314,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 18:00:00+00:00,433.5766235632184,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 19:00:00+00:00,434.0215811965812,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 20:00:00+00:00,428.6575784753363,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 21:00:00+00:00,170.09053070960047,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 22:00:00+00:00,147.46884411884412,2.0,146.0
domxem3-68C63AFADE3A,2023-05-08 23:00:00+00:00,146.8438505050505,2.0,146.0
domxem3-68C63AFB072B,2023-05-08 00:00:00+00:00,45.51393442622951,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 01:00:00+00:00,48.03829736211031,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 02:00:00+00:00,51.81417610062893,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 03:00:00+00:00,55.36081818181818,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 04:00:00+00:00,44.87918918918919,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 05:00:00+00:00,53.500952380952384,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 06:00:00+00:00,47.56552757793765,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 07:00:00+00:00,41.56898641588296,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 08:00:00+00:00,44.97933048433049,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 09:00:00+00:00,48.755712418300654,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 10:00:00+00:00,67.09756554307116,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 11:00:00+00:00,49.78286694101509,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 12:00:00+00:00,41.04573787409701,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 13:00:00+00:00,36.567230769230775,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 14:00:00+00:00,46.52480503144654,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 15:00:00+00:00,48.76101694915255,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 16:00:00+00:00,41.99684959349594,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 17:00:00+00:00,54.087855072463775,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 18:00:00+00:00,52.80896214896215,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 19:00:00+00:00,46.225335429769395,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 20:00:00+00:00,58.412406639004146,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 21:00:00+00:00,43.23996610169492,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 22:00:00+00:00,44.492775263951735,2.0,133.0
domxem3-68C63AFB072B,2023-05-08 23:00:00+00:00,44.06684603886398,2.0,133.0
domxem3-68C63AFB1F30,2023-05-08 00:00:00+00:00,56.28701343500363,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 01:00:00+00:00,58.86102564102564,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 02:00:00+00:00,55.59682992465016,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 03:00:00+00:00,72.6902545551983,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 04:00:00+00:00,64.61461849604706,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 05:00:00+00:00,61.229872018615474,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 06:00:00+00:00,72.32255743651754,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 07:00:00+00:00,441.5496036655212,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 08:00:00+00:00,492.77409036289356,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 09:00:00+00:00,300.927667097887,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 10:00:00+00:00,835.9053239104829,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 11:00:00+00:00,631.7374021012416,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 12:00:00+00:00,1029.2774868004224,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 13:00:00+00:00,486.08133333333336,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 14:00:00+00:00,193.40652730950777,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 15:00:00+00:00,170.9210876575784,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 16:00:00+00:00,689.8299732977302,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 17:00:00+00:00,965.4396290571871,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 18:00:00+00:00,670.9152602550844,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 19:00:00+00:00,435.3711914148051,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 20:00:00+00:00,118.55396212121212,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 21:00:00+00:00,128.34424617926476,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 22:00:00+00:00,118.56141493676927,2.0,126.0
domxem3-68C63AFB1F30,2023-05-08 23:00:00+00:00,56.719157509157505,2.0,126.0
domxem3-68C63AFB2EF7,2023-05-08 00:00:00+00:00,47.84086854460094,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 01:00:00+00:00,43.34279805352798,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 02:00:00+00:00,30.43471544715447,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 03:00:00+00:00,42.802196969696965,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 04:00:00+00:00,71.02095607235142,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 05:00:00+00:00,39.889323308270676,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 06:00:00+00:00,62.67909961685824,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 07:00:00+00:00,190.9041569869764,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 08:00:00+00:00,117.38822568671121,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 09:00:00+00:00,226.996985645933,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 10:00:00+00:00,80.10558011049724,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 11:00:00+00:00,112.23222222222222,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 12:00:00+00:00,72.7254641350211,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 13:00:00+00:00,41.0746,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 14:00:00+00:00,26.707177777777776,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 15:00:00+00:00,32.620047961630696,2.0,132.0
domxem3-68C63AFB2EF7,2023-05-08 16:00:00+00:00,49.25404471544716,2.0,132.0
